Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Female,Sara•Hendershot (-Lombardi),Sara•Hendershot,"27 April 1988 in West Simsbury, Connecticut (USA)",,United States,126773,155 cm / 73 kg,,,,,,,
Competed in Olympic Games,Male,"Robert ""Rob""•Crane",Rob•Crane,"19 February 1986 in Stamford, Connecticut (USA)",,United States,126787,188 cm / 84 kg,,,,,,,
Competed in Olympic Games,Male,"Donald ""Donn""•Cabral",Donn•Cabral,"12 December 1989 in Glastonbury, Connecticut (USA)",,United States,127084,178 cm / 68 kg,"Princeton Tigers, Princeton (USA)",,,,,,
Competed in Olympic Games,Female,Eliza Shirley•Outtrim,Eliza•Outtrim,"18 July 1985 in New Haven, Connecticut (USA)",,United States,128703,163 cm / 58 kg,,,,,,,
Competed in Olympic Games,Male,"David MacLaren ""Mac""•Bohonnon",Mac•Bohonnon,"27 March 1995 in New Haven, Connecticut (USA)",,United States,128707,173 cm / 61 kg,USSA Team Academy (USA) / Stratton Mountain Freestyle (USA),,,,,,
Competed in Olympic Games,Male,"Maximillian K. ""Max""•Pacioretty",Max•Pacioretty,"20 November 1988 in New Canaan, Connecticut (USA)",,United States,128744,188 cm / 98 kg,"Montréal Canadiens, Montréal (CAN)",,,,,,
Competed in Olympic Games • Competed in Youth Olympic Games,Male,Tucker•West,Tucker•West,"15 June 1995 in Ridgefield, Connecticut (USA)",,United States,128755,185 cm / 79-86 kg,"Union College, NY (USA) / Lake Placid Olympic Sports (USA)",,,,,,
Competed in Olympic Games,Male,"Alexander ""Alex""•Deibold",Alex•Deibold,"8 May 1986 in New Haven, Connecticut (USA)",,United States,128771,185 cm / 86 kg,,,,,,,
Competed in Olympic Games,Female,Gemma•Acheampong,Gemma•Acheampong,"13 February 1993 in Waterbury, Connecticut (USA)",,Ghana,130439,163 cm / 54 kg,"Boston University, USA",,,,,,
Competed in Olympic Games,Female,Andrea•Kneppers,Andrea•Kneppers,"24 February 1993 in Hartford, Connecticut (USA)",,Netherlands,131196,175 cm / 67 kg,,,,,,,
Competed in Olympic Games • Competed in Youth Olympic Games,Female,Laura Yihan•Zeng,Laura•Zeng,"14 October 1999 in Hartford, Connecticut (USA)",,United States,132102,160 cm / 43 kg,North Shore Rhythmic Gymnastics,,,,,,
Competed in Olympic Games • Other,Male,Mohamed Fuad•Hrezi,Mohamed•Hrezi,"28 October 1991 in Naugatuck, Connecticut (USA)",,Libya,135014,,"Hansons-Brooks Original Distance Project, Rochester Hills (USA)",,,,,محمد فؤاد•حريزي,
Competed in Olympic Games,Male,Michael Patrick•Gbinije,Michael•Gbinije,"5 June 1992 in Hartford, Connecticut (USA)",,Nigeria,135303,201 cm / 90 kg,Detroit Pistons [United States of America],,,,,,
Competed in Olympic Games,Male,"Michael ""Mike""•Hartfield",Mike•Hartfield,"29 March 1990 in Hartford, Connecticut (USA)",,United States,136258,191 cm / 77 kg,"adidas, Herzogenaurach (GER)",Flight,,,,,
Competed in Olympic Games,Male,Devin•McEwan,Devin•McEwan,"11 October 1984 in Sharon, Connecticut (USA)",,United States,136292,178 cm / 77 kg,Housatonic Area Canoe and Kayak Squad [United States of America],D-Blaster,,,,,
Competed in Olympic Games,Male,"Christopher Thomas ""Chris""•Wyles",Chris•Wyles,"12 September 1983 in Stamford, Connecticut (USA)",,United States,136317,183 cm / 93 kg,"Saracens [London, GBR]",,,,,,
Competed in Olympic Games,Male,Thomas•Dunstan,Thomas•Dunstan,"29 September 1997 in Norwalk, Connecticut (USA)",,United States,136398,194 cm / 96 kg,,,,,,,
Competed in Olympic Games,Female,Alexia•Paganini,Alexia•Paganini,"15 November 2001 in Greenwich, Connecticut (USA)",,Switzerland,138068,166 cm,"Winterthurer SC, Winterthur (SUI)",,,,,,
Competed in Olympic Games,Female,Kiley•McKinnon,Kiley•McKinnon,"1 September 1995 in New Haven, Connecticut (USA)",,United States,138288,175 cm / 57 kg,"Elite Aerial Development Program, Lake Placid (USA)",,,,,,
Competed in Olympic Games,Male,"Zachary Tyler ""Zach""•Donohue",Zach•Donohue,"8 January 1991 in Hartford, Connecticut (USA)",,United States,138306,188 cm / 89 kg,"Lansing SC, East Lansing (USA)",,,,,,
Competed in Olympic Games,Male,Mark Robert•Arcobello,Mark•Arcobello,"12 August 1988 in Milford, Connecticut (USA)",,United States,138323,173 cm / 77 kg,"SC Bern, Bern (SUI)",,,,,,
Competed in Youth Olympic Games,Male,Daniel•Gillis,Daniel•Gillis,"28 July 2002 in New Haven, Connecticut (USA)",,United States,138558,,,,,,,,
Competed in Youth Olympic Games,Female,Montana•Osinski,Montana•Osinski,"11 April 2003 in Stamford, Connecticut (USA)",,United States,139247,,,,,,,,
Competed in Youth Olympic Games,Male,Arthur•Smith,Arthur•Smith,"30 April 2004 in Hartford, Connecticut (USA)",,United States,139395,,,,,,,,
Competed in Youth Olympic Games,Male,"William ""Will""•Healy",Will•Healy,"11 March 2002 in Stamford, Connecticut (USA)",,United States,140319,,,,,,,,
Competed in Olympic Games,Male,"Joshua Alexander ""Josh""•Zeid",Josh•Zeid,"24 March 1987 in New Haven, Connecticut (USA)",,Israel,143973,193 cm,,,,,,,
Competed in Olympic Games,Male,Steven Yancy•Piñeiro Pagán,Steven•Piñeiro,"17 November 1996 in New London, Connecticut (USA)",,Puerto Rico,146084,,,,,,,,
Competed in Olympic Games,Female,Alexis•Sablone,Alexis•Sablone,"12 August 1986 in Old Saybrook, Connecticut (USA)",,United States,147245,,,,,,,,
Competed in Olympic Games,Female,Sabrina Lynn•Cass,Sabrina•Cass,"27 March 2002 in Cheshire, Connecticut (USA)",,Brazil,147906,,"Wasatch Freestyle, Park City (USA)",,,,,,
Competed in Olympic Games,Female,Lilah•Fear,Lilah•Fear,"11 June 1999 in Greenwich, Connecticut (USA)",,Great Britain,148361,,,,,,,,
Competed in Olympic Games,Female,Hannah•Soar,Hannah•Soar,"4 June 1999 in Somers, Connecticut (USA)",,United States,149097,,,,,,,,
Competed in Olympic Games,Male,Strauss•Mann,Strauss•Mann,"18 August 1998 in Greenwich, Connecticut (USA)",,United States,149135,,"Skellefteå AIK, Skellefteå (SWE)",,,,,,
Competed in Olympic Games,Female,Kristen•Santos (-Griswold),Kristen•Santos,"2 November 1994 in Fairfield, Connecticut (USA)",,United States,149168,,,,,,,,
