Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,Joe•Schroeder,Joe•Schroeder,"14 June 1993 in Indianapolis, Indiana (USA)",,United States,147431,196 cm / 108 kg,,,,,,,
Competed in Olympic Games,Male,"Andrew Patrick ""Drew""•Kibler",Drew•Kibler,"9 March 2000 in Indianapolis, Indiana (USA)",,United States,147469,196 cm,"Texas Longhorns, Austin (USA)",,,,,,
Competed in Olympic Games,Female,"Jacquelyn ""Jackie""•Young",Jackie•Young,"16 September 1997 in Princeton, Indiana (USA)",,United States,147647,,,,,,,,
Competed in Olympic Games,Male,James•Reed,James•Reed,"23 May 1991 in Bloomington, Indiana (USA)",,United States,149073,,,,,,,,
Competed in Olympic Games,Male,Canyon•Barry,Canyon•Barry,"7 January 1994 in Fort Wayne, Indiana (USA)",,United States,150900,,College of Charleston,,,,,,
Competed in Olympic Games,Female,Erin•Reese,Erin•Reese,"4 December 1995 in Terre Haute, Indiana (USA)",,United States,150615,,,,,,,,
Competed in Olympic Games,Female,Sarah•Bacon,Sarah•Bacon,"20 September 1996 in Indianapolis, Indiana (USA)",,United States,151751,,University of Minnesota,,,,,,
Competed in Olympic Games,Female,Daryn•Wright,Daryn•Wright,"10 September 2003 in Plainfield, Indiana (USA)",,United States,151750,,,,,,,,
Competed in Olympic Games,Female,Piper•Kelly,Piper•Kelly,"3 October 1999 in Indianapolis, Indiana (USA)",,United States,151368,,Xavier University,,,,,,
Competed in Olympic Games,Male,Aaron•Shackell,Aaron•Shackell,"8 September 2004 in Carmel, Indiana (USA)",,United States,154788,,University of Texas,,,,,,
Competed in Olympic Games,Male,Luke•Whitlock,Luke•Whitlock,"8 March 2006 in Noblesville, Indiana (USA)",,United States,154800,,,,,,,,
Competed in Olympic Games,Female,"Alexandra ""Alex""•Shackell",Alex•Shackell,"13 November 2006 in Carmel, Indiana (USA)",,United States,154780,,,,,,,,
Competed in Olympic Games,Male,Mason Mark•Parris,Mason•Parris,"1 October 1999 in Lawrenceburg, Indiana (USA)",,United States,155758,,University of Michigan,,,,,,
