Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
2018 Winter Olympics; 2022 Winter Olympics,Female,Nicole•Hensley,Nicole•Hensley,"23 June 1994 in Littleton, Colorado (USA)",,United States,138314,170 cm / 70 kg,"PWHPA Minnesota, (USA) / Lindenwood Lady Lions, St. Charles (USA)",,,,,,
2018 Winter Olympics,Male,Troy Nathan•Terry,Troy•Terry,"10 September 1997 in Denver, Colorado (USA)",,United States,138343,183 cm / 81 kg,"Denver Pioneers, Denver (USA)",,,,,,
2018 Winter Olympics,Male,Ben•Berend,Ben•Berend,"29 June 1995 in Steamboat Springs, Colorado (USA)",,United States,138351,175 cm / 66 kg,University of Utah,,,,,,
2018 Winter Olympics; 2022 Winter Olympics,Male,Jasper•Good,Jasper•Good,"10 May 1996 in Steamboat Springs, Colorado (USA)",,United States,138352,188 cm / 74 kg,Univeristy of Utah / Steamboat Springs Winter Sports Club,,,,,,
2018 Winter Olympics; 2022 Winter Olympics,Male,"Christopher ""Chris""•Corning",Chris•Corning,"7 September 1999 in Silverthorne, Colorado (USA)",,United States,138368,173 cm / 75 kg,Aspen Valley Ski & Snowboard Club (USA),,,,,,
2018 Winter Olympics,Male,Jake•Pates,Jake•Pates,"30 July 1998 in Boulder, Colorado (USA)",,United States,138376,170 cm / 68 kg,,,,,,,
2014 Winter Olympics; 2018 Winter Olympics,Female,Arielle Townsend•Gold,Arielle•Gold,"4 May 1996 in Steamboat Springs, Colorado (USA)",,United States,138428,165 cm / 64 kg,Insight School of Colorado,,,,,,
2022 Winter Olympics,Female,Hanna•Faulhaber,Hanna•Faulhaber,"4 September 2004 in Aspen, Colorado (USA)",,United States,139199,,,,,,,,
2022 Winter Olympics; 2026 Winter Olympics,Female,Hailey•Swirbul,Hailey•Swirbul,"10 July 1998 in El Jebel, Colorado (USA)",,United States,149082,,Alaska Pacific University Nordic Ski Center,,,,,,
2022 Winter Olympics,Male,"Nicholas ""Nick""•Shore",Nick•Shore,"26 September 1992 in Denver, Colorado (USA)",,United States,149143,,"Sibir Novosibirsk, Novosibirsk (RUS)",,,,,,
2022 Winter Olympics; 2026 Winter Olympics,Female,Stacy•Gaskill,Stacy•Gaskill,"21 May 2000 in Denver, Colorado (USA)",,United States,149151,,,,,,,,
2022 Winter Olympics,Male,Lucas•Foster,Lucas•Foster,"17 September 1999 in Telluride, Colorado (USA)",,United States,149155,,,,,,,,
2022 Winter Olympics; 2026 Winter Olympics,Male,Cody•Winters,Cody•Winters,"20 April 2000 in Steamboat Springs, Colorado (USA)",,United States,149156,,,,,,,,
2022 Winter Olympics,Male,Decker•Dean,Decker•Dean,"8 August 2000 in Steamboat Springs, Colorado (USA)",,United States,149157,,,,,,,,
