Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
2012 Summer Olympics,Female,Kim Daniela•Pavlin,Kim Daniela•Pavlin,"25 April 1992 in Hartford, Connecticut (USA)",,Croatia,121484,168 cm / 59 kg,"Zagrebački plivački klub, Zagreb (CRO)",,,,,,
2012 Summer Olympics,Female,"Mayumi ""Mimi""•Roller",Mimi•Roller,"11 March 1991 in Ansonia, Connecticut (USA)",,United States Virgin Islands,123994,165 cm / 64 kg,"KATS, St. John, ISV",,,,,,
2012 Summer Olympics,Male,Craig•Kinsley,Craig•Kinsley,"19 January 1989 in Bridgeport, Connecticut (USA)",,United States,126084,185 cm / 88 kg,"Brown Bears, Providence (USA)",,,,,,
2012 Summer Olympics,Male,"Nicholas ""Nick""•LaCava",Nick•LaCava,"24 October 1986 in Weston, Connecticut (USA)",,United States,126646,191 cm / 73 kg,,,,,,,
2012 Summer Olympics,Female,Sara•Hendershot (-Lombardi),Sara•Hendershot,"27 April 1988 in West Simsbury, Connecticut (USA)",,United States,126773,155 cm / 73 kg,,,,,,,
2012 Summer Olympics,Male,"Robert ""Rob""•Crane",Rob•Crane,"19 February 1986 in Stamford, Connecticut (USA)",,United States,126787,188 cm / 84 kg,,,,,,,
2012 Summer Olympics; 2016 Summer Olympics,Male,"Donald ""Donn""•Cabral",Donn•Cabral,"12 December 1989 in Glastonbury, Connecticut (USA)",,United States,127084,178 cm / 68 kg,"Princeton Tigers, Princeton (USA)",,,,,,
2016 Summer Olympics,Female,Gemma•Acheampong,Gemma•Acheampong,"13 February 1993 in Waterbury, Connecticut (USA)",,Ghana,130439,163 cm / 54 kg,"Boston University, USA",,,,,,
2016 Summer Olympics,Female,Andrea•Kneppers,Andrea•Kneppers,"24 February 1993 in Hartford, Connecticut (USA)",,Netherlands,131196,175 cm / 67 kg,,,,,,,
2016 Summer Olympics; 2020 Summer Olympics,Female,Laura Yihan•Zeng,Laura•Zeng,"14 October 1999 in Hartford, Connecticut (USA)",,United States,132102,160 cm / 43 kg,North Shore Rhythmic Gymnastics,,,,,,
2016 Summer Olympics,Male,Mohamed Fuad•Hrezi,Mohamed•Hrezi,"28 October 1991 in Naugatuck, Connecticut (USA)",,Libya,135014,,"Hansons-Brooks Original Distance Project, Rochester Hills (USA)",,,,,محمد فؤاد•حريزي,
2016 Summer Olympics,Male,Michael Patrick•Gbinije,Michael•Gbinije,"5 June 1992 in Hartford, Connecticut (USA)",,Nigeria,135303,201 cm / 90 kg,Detroit Pistons [United States of America],,,,,,
2016 Summer Olympics,Male,"Michael ""Mike""•Hartfield",Mike•Hartfield,"29 March 1990 in Hartford, Connecticut (USA)",,United States,136258,191 cm / 77 kg,"adidas, Herzogenaurach (GER)",Flight,,,,,
2016 Summer Olympics,Male,Devin•McEwan,Devin•McEwan,"11 October 1984 in Sharon, Connecticut (USA)",,United States,136292,178 cm / 77 kg,Housatonic Area Canoe and Kayak Squad [United States of America],D-Blaster,,,,,
2016 Summer Olympics,Male,"Christopher Thomas ""Chris""•Wyles",Chris•Wyles,"12 September 1983 in Stamford, Connecticut (USA)",,United States,136317,183 cm / 93 kg,"Saracens [London, GBR]",,,,,,
2016 Summer Olympics,Male,Thomas•Dunstan,Thomas•Dunstan,"29 September 1997 in Norwalk, Connecticut (USA)",,United States,136398,194 cm / 96 kg,,,,,,,
2020 Summer Olympics,Male,"Joshua Alexander ""Josh""•Zeid",Josh•Zeid,"24 March 1987 in New Haven, Connecticut (USA)",,Israel,143973,193 cm,,,,,,,
2020 Summer Olympics,Male,Steven Yancy•Piñeiro Pagán,Steven•Piñeiro,"17 November 1996 in New London, Connecticut (USA)",,Puerto Rico,146084,,,,,,,,
2020 Summer Olympics,Female,Alexis•Sablone,Alexis•Sablone,"12 August 1986 in Old Saybrook, Connecticut (USA)",,United States,147245,,,,,,,,
2024 Summer Olympics,Female,Alexis•Holmes,Alexis•Holmes,"28 January 2000 in Hamden, Connecticut (USA)",,United States,150602,,,,,,,,
2024 Summer Olympics,Female,Alyssa Michele•Naeher,Alyssa•Naeher,"20 April 1988 in Bridgeport, Connecticut (USA)",,United States,1006224,175 cm / 69 kg,"Chicago Red Stars, Chicago (USA)",,,,,,
2024 Summer Olympics,Female,"Elizabeth Doyle ""Beth""•Yeager",Beth•Yeager,"17 June 2003 in Greenwich, Connecticut (USA)",,United States,153172,,Princeton University,,,,,,
2024 Summer Olympics,Female,"Jessica ""Jess""•Davis (-Savner)",Jess•Davis,"31 January 1992 in Bethlehem, Connecticut (USA)",,United States,153427,,Central Connecticut State University,,,,,,
2024 Summer Olympics,Male,Oliver•Bub,Oliver•Bub,"16 April 1998 in Westport, Connecticut (USA)",,United States,153873,,Dartmouth College,,,,,,
2024 Summer Olympics,Female,Kelsey•Reelick,Kelsey•Reelick,"6 November 1991 in Brookfield, Connecticut (USA)",,United States,153859,,Princeton University,,,,,,
2024 Summer Olympics,Female,Faith•Dillon,Faith•Dillon,"23 June 2002 in Waterbury, Connecticut (USA)",,United States,155047,175 cm / 57 kg,DeVry University,,,,,,
