Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
2020 Summer Olympics; 2024 Summer Olympics,Female,Haleigh Meridian•Washington,Haleigh•Washington,"22 September 1995 in Denver, Colorado (USA)",,United States,147295,190 cm / 82 kg,"AGIL Volley, Novara (ITA)",,,,,,
2020 Summer Olympics; 2024 Summer Olympics,Male,"William Alfred Wiles ""Woody""•Kincaid",Woody•Kincaid,"21 September 1992 in Littleton, Colorado (USA)",,United States,147357,,,,,,,,
2020 Summer Olympics,Male,Zachary•Lokken,Zachary•Lokken,"25 March 1994 in Durango, Colorado (USA)",,United States,147401,178 cm / 73 kg,,,,,,,
2020 Summer Olympics,Male,"William ""Will""•Shaner",Will•Shaner,"25 April 2001 in Colorado Springs, Colorado (USA)",,United States,147455,185 cm,,,,,,,
2024 Summer Olympics,Female,Anna Marcia Jean•Hall,Anna•Hall,"23 March 2001 in Highlands Ranch, Colorado (USA)",,United States,150605,,,,,,,,
2024 Summer Olympics,Male,Derrick Richard•White,Derrick•White,"2 July 1994 in Parker, Colorado (USA)",,United States,150905,,"Boston Celtics, Boston (USA)",The Buffalo,,,,,
2024 Summer Olympics,Male,Riley•Amos,Riley•Amos,"2 March 2002 in Durango, Colorado (USA)",,United States,151691,,,,,,,,
2024 Summer Olympics,Male,Grant•Koontz,Grant•Koontz,"28 January 1994 in Nederland, Colorado (USA)",,United States,151685,,,,,,,,
2024 Summer Olympics,Female,Sophia Olivia•Smith (-Wilson),Sophia•Smith,"10 August 2000 in Windsor, Colorado (USA)",,United States,152435,168 cm / 56 kg,"Portland Thorns FC, Portland (USA)",,,,,,
2024 Summer Olympics,Male,Wyndham Robert•Clark,Wyndham•Clark,"9 December 1993 in Denver, Colorado (USA)",,United States,152533,,,,,,,,
2024 Summer Olympics,Male,Rylan William•Kissell,Rylan•Kissell,"13 May 2002 in Denver, Colorado (USA)",,United States,154241,,,,,,,,
2024 Summer Olympics,Female,Emma Lebron•Weber,Emma•Weber,"13 January 2004 in Boulder, Colorado (USA)",,United States,154783,,University of Virginia,,,,,,
